complaint,department,category,subcategory,severity,priority,urgency
"Contaminated brown foul-smelling tap water supplied to households near Uppal Ring Road, children falling sick. Pedestrians and daily commuters are suffering badly.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Tarnaka Tarnaka signal. Please send inspection team immediately.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
పార్కులో పిల్లల ఆట స్థలంలో పరికరాలు విరిగిపోయి ప్రమాదకరంగా ఉన్నాయి Lingampally Market లో.,Town Planning & Parks,Parks & Urban Planning,Damaged Playground,MEDIUM,MEDIUM,WITHIN 7 DAYS
Abandoned rusty vehicle loaded with scrap blocking bus bay near Banjara Hills Road No 12. Please send inspection team immediately.,Public Safety & Police,Civic Safety & Law,Abandoned Vehicle,LOW,LOW,WITHIN 7 DAYS
Low water pressure in municipal pipeline near Mehdipatnam Bus Stop. Pedestrians and daily commuters are suffering badly.,Water Supply & Sewerage,Water & Drainage,Low Pressure,LOW,LOW,ROUTINE
Footpath tiles broken and open construction debris left near Gachibowli Flyover.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
Massive deep pothole near Banjara Hills Road No 12 where two bikers slipped and got injured. Multiple residents have reported this problem.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Nagole X Roads.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
Dilapidated 3-story residential building structural crack with falling wall debris at Ameerpet Center. Kindly take strict and swift civic action.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
Open illegal borewell pit left uncovered in Banjara Hills Road No 12 vacant plot where small children play. Kindly take strict and swift civic action.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Gigantic illegal garbage dump burning toxic plastic smoke choking residents near Jubilee Hills Check Post. This has become an urgent public hazard.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Burning,HIGH,VERY HIGH,WITHIN 24 HOURS
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Uppal Ring Road లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది. Kindly take strict and swift civic action.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Low water pressure in municipal pipeline near Lingampally Market.,Water Supply & Sewerage,Water & Drainage,Low Pressure,LOW,LOW,ROUTINE
Begumpet Airport Road కే పాస్ సడక్ పర్ గహరే గడ్డే హో గయే హై జిస్సే హాద్సే హో రహే హై. This has become an urgent public hazard.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Main road divider broken and sharp metal protruding into traffic lane near Uppal Ring Road. The municipal corporation needs to inspect and resolve this immediately.,Roads & Infrastructure,Road Maintenance,Road Divider,HIGH,HIGH,WITHIN 24 HOURS
చెత్త కుప్పలు పేరుకుపోయి దుర్వాసన వస్తోంది Gachibowli Flyover లో వ్యాధులు ప్రబలుతున్నాయి.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Hazardous biomedical hospital syringes and infected waste dumped openly in Lingampally Market plot.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Gachibowli Flyover, complete dark stretch unsafe for women. Situation is deteriorating quickly.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
Street name boards missing or damaged throughout Lingampally Market residential layout. Multiple residents have reported this problem.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Low water pressure in municipal pipeline near RTC Cross Roads. Situation is deteriorating quickly.,Water Supply & Sewerage,Water & Drainage,Low Pressure,LOW,LOW,ROUTINE
Pothole on main road near Dilsukhnagar Bus Depot causing vehicle damage and traffic congestion. Situation is deteriorating quickly.,Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Electric pole tilted dangerously at 45 degrees over residential gate in Uppal Ring Road. Situation is deteriorating quickly.,Electricity & Power,Power Infrastructure,Tilted Electric Pole,HIGH,HIGH,WITHIN 24 HOURS
Dilsukhnagar Bus Depot కే పాస్ కచరే కా ఢేర్ లగా హై ఔర్ బీమారియాన్ ఫైల్ రహి హై.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
Dilsukhnagar Bus Depot మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. This has become an urgent public hazard.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
"Streetlights not working for 2 weeks in Kukatpally Housing Board, complete dark stretch unsafe for women.",Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,HIGH,WITHIN 3 DAYS
High voltage 11kV live electrical wire snapped and lying sparking on flooded road near Alwal Main Road.,Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Massive garbage overflow uncollected for 10 days outside vegetable market in Ameerpet Center.,Public Health & Sanitation,Sanitation & Hygiene,Garbage Overflow,MEDIUM,MEDIUM,WITHIN 3 DAYS
"No municipal water supply for the past 5 days in Hitech City Mindspace, residents facing severe crisis.",Water Supply & Sewerage,Water & Drainage,Water Shortage,HIGH,HIGH,WITHIN 24 HOURS
Chemical tanker overturned leaking inflammable liquid on bypass road near Alwal Main Road. This has become an urgent public hazard.,Fire & Emergency Services,Fire & Disaster,Chemical Spill,CRITICAL,CRITICAL,IMMEDIATE
ఆసుపత్రి వ్యర్థాలు బయోమెడికల్ వేస్ట్ రోడ్డుపై పడేశారు Begumpet Airport Road వద్ద తక్షణమే తొలగించాలి. Kindly take strict and swift civic action.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near Dilsukhnagar Bus Depot, children falling sick. Multiple residents have reported this problem.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Dilsukhnagar Bus Depot. Pedestrians and daily commuters are suffering badly.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
ఆసుపత్రి వ్యర్థాలు బయోమెడికల్ వేస్ట్ రోడ్డుపై పడేశారు Uppal Ring Road వద్ద తక్షణమే తొలగించాలి.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
Massive deep pothole near Koti Women's College where two bikers slipped and got injured. Please send inspection team immediately.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
"రోడ్డుపై పెద్ద గుంతలు పడ్డాయి Madhapur Police Station junction వద్ద, వాహనాలు తిరగడం కష్టంగా ఉంది.",Roads & Infrastructure,Road Maintenance,Potholes,MEDIUM,MEDIUM,WITHIN 3 DAYS
Dead stray cattle carcass lying decaying near primary school gate in Madhapur Police Station junction.,Public Health & Sanitation,Sanitation & Hygiene,Animal Carcass,HIGH,HIGH,WITHIN 24 HOURS
Dilapidated 3-story residential building structural crack with falling wall debris at Mehdipatnam Bus Stop. The municipal corporation needs to inspect and resolve this immediately.,Fire & Emergency Services,Fire & Disaster,Building Collapse Threat,CRITICAL,CRITICAL,IMMEDIATE
Chemical tanker overturned leaking inflammable liquid on bypass road near Begumpet Airport Road.,Fire & Emergency Services,Fire & Disaster,Chemical Spill,CRITICAL,CRITICAL,IMMEDIATE
Street name boards missing or damaged throughout Kukatpally Housing Board residential layout. Situation is deteriorating quickly.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Uppal Ring Road మే ఖులా బోర్వెల్ గడ్డా బచ్చో కే ఖేల్నే కి జగహ్ పర్ హై తురంత్ బంద్ కియా జాయే. Situation is deteriorating quickly.,Public Safety & Police,Civic Safety & Law,Open Borewell Pit,CRITICAL,CRITICAL,IMMEDIATE
Street name boards missing or damaged throughout Uppal Ring Road residential layout.,Town Planning & Parks,Parks & Urban Planning,Signage Damage,LOW,LOW,ROUTINE
Complete blackout in Uppal Ring Road sector affecting dialysis and oxygen patient homes. This has become an urgent public hazard.,Electricity & Power,Power Infrastructure,Power Outage,HIGH,VERY HIGH,IMMEDIATE
"Contaminated brown foul-smelling tap water supplied to households near Nagole X Roads, children falling sick.",Water Supply & Sewerage,Water & Drainage,Contaminated Water,CRITICAL,CRITICAL,IMMEDIATE
"కరెంట్ వైర్ తెగి రోడ్డుపై పడింది Madhapur Police Station junction లో, నిప్పులు చెరుగుతున్నాయి ప్రాణాపాయం ఉంది.",Electricity & Power,Power Infrastructure,Live Wire Hazard,CRITICAL,CRITICAL,IMMEDIATE
Unsafe deep construction basement excavated without safety barricade or warning lights near Banjara Hills Road No 12. Pedestrians and daily commuters are suffering badly.,Public Safety & Police,Civic Safety & Law,Unsafe Construction,HIGH,HIGH,WITHIN 24 HOURS
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Koti Women's College.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Hazardous biomedical hospital syringes and infected waste dumped openly in Ameerpet Center plot.,Public Health & Sanitation,Sanitation & Hygiene,Biomedical Waste,CRITICAL,CRITICAL,IMMEDIATE
Stagnant black drainage puddle breeding swarms of dengue mosquitoes near Charminar Main Bazaar.,Public Health & Sanitation,Sanitation & Hygiene,Mosquito Breeding,MEDIUM,MEDIUM,WITHIN 7 DAYS
Exposed electric meter junction box with bare sparking wires near park in Nagole X Roads. Situation is deteriorating quickly.,Electricity & Power,Power Infrastructure,Exposed Meter Box,HIGH,HIGH,WITHIN 24 HOURS
స్ట్రీట్ లైట్లు వెలగడం లేదు Ameerpet Center లో చీకటిగా ఉంది దొంగతనాలు జరుగుతున్నాయి.,Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Jubilee Hills Check Post కే పాస్ ఎల్‌పీజీ సిలిండర్ గోదామ్ సే గ్యాస్ లీకేజ్ హో రహా హై భయంకర పరిస్థితి. The municipal corporation needs to inspect and resolve this immediately.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
స్ట్రీట్ లైట్లు వెలగడం లేదు Mehdipatnam Bus Stop లో చీకటిగా ఉంది దొంగతనాలు జరుగుతున్నాయి. This has become an urgent public hazard.,Electricity & Power,Power Infrastructure,Streetlight Outage,MEDIUM,MEDIUM,WITHIN 3 DAYS
Major commercial building fire raging on 3rd floor with people trapped inside at Charminar Main Bazaar. Danger to public health and safety.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
Footpath tiles broken and open construction debris left near Banjara Hills Road No 12.,Roads & Infrastructure,Road Maintenance,Footpath,LOW,LOW,ROUTINE
Illegal encroachments blocking emergency fire tender access lane in Mehdipatnam Bus Stop market. Danger to public health and safety.,Public Safety & Police,Civic Safety & Law,Encroachment,MEDIUM,HIGH,WITHIN 3 DAYS
Commercial LPG gas cylinder warehouse leakage with heavy gas smell spreading in Banjara Hills Road No 12. This has become an urgent public hazard.,Fire & Emergency Services,Fire & Disaster,Gas Leakage,CRITICAL,CRITICAL,IMMEDIATE
"Sewage manhole overflowing on street near Jubilee Hills Check Post, black wastewater entering residences. The municipal corporation needs to inspect and resolve this immediately.",Water Supply & Sewerage,Water & Drainage,Sewage Overflow,HIGH,HIGH,WITHIN 24 HOURS
Mehdipatnam Bus Stop కే పాస్ సడక్ పర్ గహరే గడ్డే హో గయే హై జిస్సే హాద్సే హో రహే హై. Pedestrians and daily commuters are suffering badly.,Roads & Infrastructure,Road Maintenance,Potholes,HIGH,HIGH,WITHIN 24 HOURS
Major commercial building fire raging on 3rd floor with people trapped inside at Ameerpet Center. Multiple residents have reported this problem.,Fire & Emergency Services,Fire & Disaster,Building Fire,CRITICAL,CRITICAL,IMMEDIATE
